ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,concadtBC,len(no_of_char),sumif,averageif,countifs
185,lounge,51,548,20000,1,45.46350098,9.913140297,9600,lounge 51,6,655.3766413,4322.910949,1
186,lounge,51,487,18337,1,39.33176041,16.18132973,10500,lounge 51,6,594.5130901,4205.216156,1
187,pop,51,1400,25282,1,45.06967926,7.704919815,8200,pop 51,3,1504.774599,4998.396371,1
188,lounge,51,4322,117000,1,45.32979965,10.12679958,5399,lounge 51,6,4429.456599,18119.06523,1
189,lounge,51,3197,160403,1,41.35784912,13.42463017,5500,lounge 51,6,3303.782479,24173.11178,1
190,lounge,51,1431,81900,1,44.13837051,12.23882008,10000,lounge 51,6,1539.377191,13349.19674,1
191,lounge,51,821,19000,1,44.98873901,9.010499954,9990,lounge 51,6,926.999239,4274.57132,1
192,pop,51,670,45000,1,41.90322113,12.49565029,10670,pop 51,3,776.3988714,8064.056982,1
193,lounge,51,670,38000,1,45.54597855,12.16055965,8900,lounge 51,6,779.7065382,6812.100934,1
194,pop,51,4353,76000,1,45.85166168,9.391869545,5500,pop 51,3,4460.243531,12280.3205,1
195,lounge,51,3227,142000,1,44.29430008,9.674440384,4900,lounge 51,6,8232.96874,21462.56696,1
196,lounge,51,517,9150,1,44.41175842,12.2040596,10600,lounge 51,6,625.615818,2911.516545,1
197,pop,51,1552,52026,1,45.06967926,7.704919815,6900,pop 51,3,1656.774599,8654.9678,1
198,lounge,51,2282,145150,2,45.38684082,11.79088974,6800,lounge 51,6,2392.177731,22049.45396,0
199,lounge,51,397,19783,2,38.12207031,13.36112022,11000,lounge 51,6,501.4831905,4469.783313,0
200,lounge,51,3743,105610,2,37.72787857,12.88747025,4900,lounge 51,6,8746.615349,16337.23076,0
201,lounge,51,1035,18000,1,41.90322113,12.49565029,10990,lounge 51,6,1141.398871,4305.199839,1
202,lounge,51,1461,54000,1,38.12207031,13.36112022,10000,lounge 51,6,1564.483191,9367.069027,1
203,pop,51,852,10400,1,45.7907486,8.746919632,10400,pop 51,3,958.5376682,3108.648238,1
204,lounge,51,762,22000,1,44.98873901,9.010499954,9790,lounge 51,6,867.999239,4666.142748,1
205,lounge,51,4505,102502,1,45.06967926,7.704919815,5700,lounge 51,6,4609.774599,16116.68209,1
206,lounge,51,366,10000,1,45.54597855,12.16055965,10990,lounge 51,6,475.7065382,3067.243791,1
207,lounge,51,4292,124000,1,41.90322113,12.49565029,5300,lounge 51,6,4398.398871,19100.48555,1
208,lounge,51,397,14284,1,45.35776901,9.612210274,10850,lounge 51,6,503.9699793,3663.281426,1
209,pop,62,1917,37900,1,45.77878189,11.84053993,7600,pop 62,3,2037.619322,6791.374189,1
210,pop,51,2588,88000,1,43.88206863,11.10035038,5500,pop 51,3,2694.982419,13742.42606,1
211,lounge,51,456,13600,1,45.73727036,11.38978958,10400,lounge 51,6,565.1270599,3510.018151,1
212,pop,51,2557,52000,1,40.69672012,14.51916027,6900,pop 51,3,2664.21588,8795.173697,1
213,lounge,51,1247,27464,1,45.61695862,9.422280312,8200,lounge 51,6,1354.039239,5289.005606,1
214,lounge,51,425,23212,1,45.35438919,11.86925983,10500,lounge 51,6,534.223649,4893.03195,1
215,sport,51,3592,99180,1,43.62332916,11.46354008,6700,sport 51,5,3699.086869,15654.7267,1
216,lounge,51,701,25000,1,44.98873901,9.010499954,9790,lounge 51,6,806.999239,5085.999891,1
217,lounge,51,1247,39600,1,41.90322113,12.49565029,8500,lounge 51,6,1353.398871,7065.485553,1
218,lounge,51,3044,132000,1,37.8167305,12.86872005,7900,lounge 51,6,3146.685451,20435.95506,1
219,pop,51,790,48000,1,45.38145828,9.155489922,8500,pop 51,3,896.5369482,8199.790993,1
220,lounge,51,4018,118000,2,44.06312943,12.44701004,5100,lounge 51,6,4127.510139,18175.93002,0
221,lounge,51,3927,121000,2,41.90322113,12.49565029,4500,lounge 51,6,8534.398871,18505.48555,0
222,lounge,51,2131,59753,1,44.43400955,10.40653992,6900,lounge 51,6,2237.840549,9842.262936,1
223,lounge,51,1886,56500,1,45.46796036,9.181779861,8500,lounge 51,6,1992.64974,9571.09282,1
224,lounge,51,397,18019,1,38.12207031,13.36112022,11000,lounge 51,6,500.4831905,4217.783313,1
225,lounge,51,3712,108000,1,45.56040955,8.059780121,6600,lounge 51,6,3817.62019,16917.51717,1
226,sport,73,3896,120000,1,44.29430008,9.674440384,5100,sport 73,5,4023.96874,18446.85268,1
227,lounge,51,3896,120000,1,44.11185837,9.958860397,5900,lounge 51,6,4002.070719,18558.15296,1
228,lounge,51,425,18233,1,45.35438919,11.86925983,10500,lounge 51,6,534.223649,4181.746236,1
229,lounge,51,456,10062,1,45.81475067,8.830129623,10700,lounge 51,6,562.6448803,3047.092126,1
230,pop,51,701,16000,1,44.98873901,9.010499954,9190,pop 51,3,806.999239,3714.142748,1
231,lounge,51,1370,64658,1,45.75424957,9.312749863,9435,lounge 51,6,1477.066999,10796.43814,1
232,lounge,51,670,25000,1,45.07889938,9.302300453,10500,lounge 51,6,776.3811998,5183.054457,1
233,sport,51,2466,113000,1,46.79201889,11.98031998,6600,sport 51,5,2576.772339,17454.39605,1
234,pop,62,3258,84740,1,45.3355217,11.78584003,6900,pop 62,3,3378.121362,13574.30305,1
235,pop,51,2374,81600,1,43.9381218,10.91257954,7600,pop 51,3,2480.850701,13097.5501,1
236,lounge,51,762,8500,1,44.69252014,10.10396004,10800,lounge 51,6,868.7964802,2881.970926,1
237,lounge,51,366,14089,1,42.56283188,12.64220047,10900,lounge 51,6,473.2050324,3638.172147,1
238,lounge,51,2374,90000,1,44.28387833,11.88813972,7900,lounge 51,6,2482.172018,14341.02457,1
239,pop,51,1583,38000,1,41.90322113,12.49565029,8900,pop 51,3,1689.398871,6941.62841,1
240,lounge,51,821,13500,1,41.90322113,12.49565029,10300,lounge 51,6,927.3988714,3533.199839,1
241,lounge,51,397,13105,1,45.35438919,11.86925983,10500,lounge 51,6,506.223649,3445.174807,1
242,lounge,51,670,33608,1,43.06753159,12.55154991,10900,lounge 51,6,777.6190815,6470.08844,1
243,pop,51,3288,90000,1,43.9126091,12.90561008,6900,pop 51,3,3396.818219,14328.4026,1
244,lounge,51,821,32150,1,45.51256943,10.32901001,9950,lounge 51,6,928.8415794,6147.691654,1
245,lounge,51,4018,68000,1,45.07889938,9.302300453,5800,lounge 51,6,4124.3812,11132.76874,1
246,lounge,51,2466,127000,1,44.13837051,12.23882008,6300,lounge 51,6,2574.377191,19411.3396,1
247,lounge,51,762,13236,2,40.69556046,14.48085022,10300,lounge 51,6,870.1764107,3487.168059,0
248,lounge,51,366,20653,2,45.70724869,11.4776001,10500,lounge 51,6,476.1848488,4519.026407,0
249,lounge,51,366,10909,2,38.12207031,13.36112022,11000,lounge 51,6,470.4831905,3197.640456,0
250,lounge,51,425,15000,2,44.55202866,7.725810051,10950,lounge 51,6,530.2778387,3783.468263,0
251,lounge,51,1858,12000,2,40.87839127,14.14029026,10500,lounge 51,6,1966.018682,3495.716955,0
252,lounge,51,790,39162,2,45.46796036,9.181779861,9990,lounge 51,6,897.6497402,7150.521391,0
253,lounge,51,790,27595,2,45.68825912,8.731450081,10200,lounge 51,6,897.4197092,5528.059958,0
254,lounge,51,790,23040,2,41.90322113,12.49565029,8000,lounge 51,6,897.3988714,4563.056982,0
255,lounge,51,397,12780,2,44.90724182,8.611559868,10500,lounge 51,6,503.5188017,3398.216972,0
256,lounge,51,790,30758,2,45.51256943,10.32901001,9950,lounge 51,6,898.8415794,5944.40594,0
257,pop,51,1127,50000,1,41.90322113,12.49565029,8250,pop 51,3,1233.398871,8497.914124,1
258,pop,51,3439,125684,1,43.87985992,10.78281021,4390,pop 51,3,7935.66267,19088.80895,1
259,pop,51,366,22148,1,45.6835289,11.95294952,9500,pop 51,3,475.6364784,4589.37664,1
260,lounge,51,366,71200,1,44.03533173,10.13949013,8900,lounge 51,6,472.1748219,11511.02497,1
261,lounge,51,1127,44000,1,44.70143127,7.972080231,9500,lounge 51,6,1231.673512,7819.524787,1
262,lounge,51,425,18702,1,38.12207031,13.36112022,11000,lounge 51,6,528.4831905,4319.354742,1
263,pop,51,2131,40388,1,45.0127182,7.821589947,8390,pop 51,3,2235.834308,7287.97633,1
264,lounge,73,4658,143000,1,45.06967926,7.704919815,4500,lounge 73,6,9284.774599,21755.68209,1
265,lounge,51,790,31650,1,45.68825912,8.731450081,10200,lounge 51,6,896.4197092,6107.345673,1
266,lounge,51,670,35000,1,41.90322113,12.49565029,10470,lounge 51,6,776.3988714,6607.342696,1
267,pop,62,1066,34464,1,43.78237152,11.25498962,7500,pop 62,3,1184.037361,6164.291052,1
268,lounge,51,670,15214,1,37.6079483,12.96685028,10800,lounge 51,6,772.5747986,3827.367828,1
269,lounge,51,4383,135762,1,43.87985992,10.78281021,3390,lounge 51,6,7879.66267,20520.95181,1
270,lounge,51,3319,89179,2,45.6100502,9.242340088,7500,lounge 51,6,3426.85239,14301.40748,0
271,pop,51,2192,53428,2,45.46796036,9.181779861,6990,pop 51,3,2299.64974,8959.807106,0
272,lounge,51,397,13980,2,45.46580124,8.88640976,9980,lounge 51,6,504.352211,3495.478887,0
273,lounge,51,366,14816,2,38.12207031,13.36112022,11000,lounge 51,6,470.4831905,3755.783313,0
274,lounge,51,731,33070,2,41.10787964,14.20880985,10900,lounge 51,6,839.3166895,6401.902384,0
275,lounge,51,2374,102600,1,40.96617889,17.11647987,6800,lounge 51,6,2484.082659,15984.15467,1
276,pop,51,1827,45000,1,41.90322113,12.49565029,8200,pop 51,3,1933.398871,7876.485553,1
277,pop,66,3957,83000,1,41.90322113,12.49565029,5800,pop 66,3,4078.398871,13268.62841,1
278,lounge,51,701,21000,1,44.71540833,11.30830002,10900,lounge 51,6,809.0237084,4673.431958,1
279,lounge,51,2892,70000,1,43.33272171,11.71932983,6900,lounge 51,6,2999.052052,11414.86458,1
280,pop,51,4322,120000,1,40.67237854,14.72821999,4900,pop 51,3,9329.400599,18475.91437,1
281,lounge,51,425,15384,1,45.51256943,10.32901001,10850,lounge 51,6,532.8415794,3824.548797,1
282,pop,51,2131,40000,1,45.5320015,9.28153038,7300,pop 51,3,2237.813532,7077.116219,1
283,pop,51,1217,58497,1,41.90322113,12.49565029,8900,pop 51,3,1323.398871,9817.485553,1
284,pop,51,4230,156000,3,45.67483902,9.687859535,4250,pop 51,3,8589.362699,20574.04534,0
285,lounge,51,1917,49000,3,45.35776901,9.612210274,7800,lounge 51,6,2025.969979,7353.996247,0
286,lounge,51,397,14877,3,45.46580124,8.88640976,9980,lounge 51,6,505.352211,3171.044026,0
287,lounge,51,366,17642,3,38.12207031,13.36112022,11000,lounge 51,6,471.4831905,3639.935399,0
288,pop,51,1066,65415,3,41.10787964,14.20880985,7900,pop 51,3,1175.316689,9311.664586,0
289,sport,62,3013,67000,1,40.96617889,17.11647987,7500,sport 62,5,3134.082659,11091.15467,1
290,lounge,51,2101,61400,1,41.90322113,12.49565029,7990,lounge 51,6,2207.398871,10228.91412,1
291,pop,51,1066,74000,1,41.80591965,13.05401993,8900,pop 51,3,1172.85994,12010.69428,1
292,lounge,51,701,22000,1,44.71540833,11.30830002,10900,lounge 51,6,809.0237084,4816.289101,1
293,lounge,51,3105,119767,1,43.25386047,11.81614971,5800,lounge 51,6,3212.07001,18397.72429,1
294,lounge,51,701,10800,1,41.02598953,14.46444035,9850,lounge 51,6,808.4904299,3066.212919,1
295,lounge,51,397,18631,1,45.51256943,10.32901001,10850,lounge 51,6,504.8415794,4284.40594,1
296,lounge,51,4049,135000,1,41.90322113,12.49565029,5490,lounge 51,6,4155.398871,20664.3427,1
297,lounge,51,425,20900,1,45.53868866,9.928310394,10500,lounge 51,6,532.4669991,4562.495286,1
298,lounge,51,456,15324,1,45.81275177,9.224140167,10500,lounge 51,6,563.0368919,3770.290985,1
299,lounge,51,397,19286,1,45.46580124,8.88640976,9980,lounge 51,6,503.352211,4253.478887,1
300,lounge,51,670,32156,1,41.10787964,14.20880985,10900,lounge 51,6,777.3166895,6262.61667,1
301,lounge,51,1247,11000,1,45.06967926,7.704919815,9990,lounge 51,6,1351.774599,3192.396371,1
302,lounge,51,1066,66000,1,43.34375,11.92121029,9000,lounge 51,6,1173.26496,10882.60928,1
303,pop,51,3957,148700,1,41.12586975,16.86665916,4900,pop 51,3,8966.992529,22524.14179,1
304,pop,51,2496,99510,1,44.50883865,11.46907997,6500,pop 51,3,2603.977919,15516.56827,1
305,pop,51,701,37950,1,41.77008057,12.22710991,7950,pop 51,3,806.9971905,6672.713884,1
306,lounge,51,456,12600,1,44.90443039,8.199939728,10200,lounge 51,6,561.1043701,3338.01491,1
307,lounge,51,397,21886,1,45.51256943,10.32901001,10850,lounge 51,6,504.8415794,4749.40594,1
308,pop,51,3896,60000,1,45.62141037,12.45398998,4900,pop 51,3,8906.0754,9844.010771,1
309,lounge,51,2282,50400,1,44.90724182,8.611559868,7900,lounge 51,6,2387.518802,8670.359829,1
310,lounge,51,1035,69900,1,42.14385986,12.54016018,9750,lounge 51,6,1141.68402,11542.38343,1
311,lounge,51,3347,133000,1,41.29956055,13.03258991,5400,lounge 51,6,3453.33215,20265.47602,1
312,lounge,51,397,15465,1,45.46580124,8.88640976,9980,lounge 51,6,503.352211,3707.621744,1
313,pop,51,790,48461,1,41.10787964,14.20880985,8500,pop 51,3,897.3166895,8265.759527,1
314,lounge,51,3957,136000,1,41.15206146,15.08308983,4990,lounge 51,6,9055.235151,20722.89074,1
315,lounge,74,4322,170000,1,45.55812073,9.213609695,4600,lounge 74,6,9051.77173,25579.53882,1
316,lounge,51,1096,37000,1,45.5501709,12.07188034,9300,lounge 51,6,1205.622051,6787.231722,1
317,lounge,51,366,15206,1,45.51256943,10.32901001,10850,lounge 51,6,473.8415794,3790.691654,1
318,lounge,51,4018,83000,1,45.83068848,12.03334045,5490,lounge 51,6,4127.864029,13231.83772,1
319,lounge,51,366,15000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,3710.995534,1
320,lounge,51,762,24700,1,42.14385986,12.54016018,9450,lounge 51,6,868.68402,5003.383431,1
321,lounge,51,821,17600,1,44.76641846,8.705599785,10500,lounge 51,6,926.4720182,4147.353145,1
322,lounge,51,456,16043,1,45.46580124,8.88640976,9980,lounge 51,6,562.352211,3798.621744,1
323,pop,51,366,5870,1,45.46796036,9.181779861,10999,pop 51,3,472.6497402,2477.664249,1
324,lounge,51,425,16783,1,41.90322113,12.49565029,9100,lounge 51,6,531.3988714,3774.199839,1
325,lounge,51,4474,108400,1,46.17649841,9.903670311,6200,lounge 51,6,4582.080169,17026.72574,1
326,lounge,51,3470,78000,1,40.92850113,14.20366955,6000,lounge 51,6,3577.132171,12511.73317,1
327,lounge,51,701,42290,1,45.02238846,7.586019993,8400,lounge 51,6,805.6084085,7357.229773,1
328,lounge,51,790,37819,1,45.70724869,11.4776001,9700,lounge 51,6,899.1848488,6917.597836,1
329,lounge,51,397,17034,1,45.51256943,10.32901001,10950,lounge 51,6,504.8415794,4070.548797,1
330,lounge,51,3835,100000,1,45.4054718,10.27828979,5200,lounge 51,6,3942.683762,15592.52625,1
331,lounge,51,366,14000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,3568.138391,1
332,lounge,51,1155,40700,1,42.14385986,12.54016018,8750,lounge 51,6,1261.68402,7245.240574,1
333,pop,51,1521,37500,1,45.5320015,9.28153038,8290,pop 51,3,1627.813532,6774.259076,1
334,lounge,51,456,26526,1,45.46580124,8.88640976,9980,lounge 51,6,562.352211,5296.193173,1
335,lounge,51,425,12275,1,41.90322113,12.49565029,9100,lounge 51,6,531.3988714,3130.199839,1
336,lounge,51,701,37083,1,40.46537018,17.25053978,9000,lounge 51,6,810.71591,6699.816559,1
337,lounge,51,2223,60000,1,45.31705856,8.858699799,7700,lounge 51,6,2329.175758,10004.88225,1
338,pop,51,2343,95000,1,45.33407974,11.37687016,7900,pop 51,3,2451.71095,15050.53014,1
339,lounge,51,3684,71000,1,40.92850113,14.20366955,6000,lounge 51,6,3791.132171,11542.3046,1
340,lounge,51,1096,55851,1,41.90322113,12.49565029,7100,lounge 51,6,1202.398871,9165.485553,1
341,lounge,51,1247,22686,1,41.90322113,12.49565029,9390,lounge 51,6,1353.398871,4776.342696,1
342,lounge,51,425,20917,1,45.51256943,10.32901001,10850,lounge 51,6,532.8415794,4614.977368,1
343,lounge,51,3988,102932,2,45.6095314,10.20856953,5999,lounge 51,6,4096.818101,16147.40259,0
344,lounge,51,366,15000,2,44.29430008,9.674440384,10500,lounge 51,6,472.9687405,3710.995534,0
345,lounge,51,397,22775,2,45.46580124,8.88640976,9980,lounge 51,6,504.352211,4751.907459,0
346,lounge,51,397,11997,2,45.46796036,9.181779861,9999,lounge 51,6,504.6497402,3214.949963,0
347,lounge,51,762,29000,2,45.76464844,8.99450016,10500,lounge 51,6,869.7591486,5767.679878,0
348,pop,51,1155,29000,2,43.78237152,11.25498962,10900,pop 51,3,1263.037361,5880.576766,0
349,lounge,51,821,21877,2,46.17649841,9.903670311,10800,lounge 51,6,930.0801687,4801.582881,0
350,lounge,51,701,19934,2,45.13325882,7.632730007,8999,lounge 51,6,806.7659888,4249.109427,0
351,lounge,51,4108,138000,1,45.5501709,12.07188034,5200,lounge 51,6,4217.622051,21060.37458,1
352,lounge,51,456,11314,1,45.55812073,9.213609695,10900,lounge 51,6,562.7717304,3254.538819,1
353,lounge,51,425,17375,1,45.20227814,10.79292965,10950,lounge 51,6,532.9952078,4123.28503,1
354,pop,51,1066,52125,1,44.41175842,12.2040596,8900,pop 51,3,1174.615818,8885.945117,1
355,lounge,51,366,18000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,4139.566963,1
356,lounge,51,2557,81247,1,45.28242111,9.931300163,7500,lounge 51,6,2664.213721,13059.4591,1
357,lounge,51,2739,90000,1,44.79853058,10.34022045,6200,lounge 51,6,2846.138751,14150.16268,1
358,sport,51,3743,68833,1,44.92488098,7.330989838,5490,sport 51,5,3847.255871,11167.75084,1
359,pop,51,3347,85500,1,45.46796036,9.181779861,5699,pop 51,3,3453.64974,13522.09282,1
360,lounge,51,790,35000,1,45.76464844,8.99450016,10500,lounge 51,6,896.7591486,6628.822736,1
361,lounge,51,2313,80000,1,40.92850113,14.20366955,6990,lounge 51,6,2420.132171,12773.59031,1
362,lounge,51,762,36448,1,40.75220871,14.45341015,8579,lounge 51,6,869.2056189,6557.315088,1
363,sport,51,2009,125000,1,45.19305038,9.15130043,6350,sport 51,5,2115.344351,19067.04919,1
364,pop,51,2769,72000,1,44.13837051,12.23882008,7800,pop 51,3,2877.377191,11811.3396,1
365,lounge,51,1521,46980,1,45.74602127,9.049969673,8600,lounge 51,6,1627.795991,8173.25657,1
366,lounge,51,397,16523,1,45.20227814,10.79292965,10850,lounge 51,6,504.9952078,3983.28503,1
367,pop,51,2313,19500,1,44.50482178,11.34517956,7900,pop 51,3,2420.850001,4260.407143,1
368,lounge,51,366,17000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,3996.70982,1
369,lounge,51,2251,87000,1,45.06967926,7.704919815,5990,lounge 51,6,2355.774599,13621.53923,1
370,lounge,51,578,32057,1,40.9952507,17.21916008,9600,lounge 51,6,688.2144108,6050.03063,1
371,pop,51,366,11203,1,45.05659866,9.701760292,9900,pop 51,3,472.758359,3082.536908,1
372,lounge,51,3562,128000,2,45.50944901,9.088700294,4990,lounge 51,6,8659.598149,19523.37116,0
373,pop,51,2131,90000,1,41.90322113,12.49565029,6500,pop 51,3,2237.398871,14105.62841,1
374,lounge,51,731,33665,1,40.75220871,14.45341015,9979,lounge 51,6,838.2056189,6355.315088,1
375,lounge,51,3804,78000,1,45.59614944,8.915809631,6600,lounge 51,6,3910.511959,12645.07314,1
376,lounge,51,701,13100,1,43.06753159,12.55154991,10500,lounge 51,6,808.6190815,3487.659869,1
377,lounge,51,1096,64944,1,41.90322113,12.49565029,7100,lounge 51,6,1202.398871,10464.48555,1
378,pop,51,2616,122000,1,45.66228104,9.631299973,5900,pop 51,3,2723.293581,18660.75623,1
379,lounge,51,397,18877,1,45.20227814,10.79292965,10850,lounge 51,6,504.9952078,4319.570744,1
380,lounge,51,1521,55886,1,40.85889816,14.35719013,8500,lounge 51,6,1628.216088,9431.316584,1
381,lounge,51,366,19000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,4282.424106,1
382,pop,51,397,17500,1,42.10467911,14.70598984,9800,pop 51,3,505.810669,3972.544381,1
383,lounge,51,790,17200,1,45.64250183,12.16362,9800,lounge 51,6,899.8061218,3986.400875,1
384,lounge,51,578,32057,1,44.50482178,11.34517956,9600,lounge 51,6,685.8500013,6049.692857,1
385,lounge,51,1005,22376,1,41.90322113,12.49565029,10900,lounge 51,6,1111.398871,4913.199839,1
386,pop,77,2251,52000,2,45.50944901,9.088700294,8500,pop 77,3,2384.598149,8983.656878,0
387,pop,51,1858,75000,2,45.64123917,11.55618,9999,pop 51,3,1968.197419,12424.0282,0
388,lounge,51,731,33280,2,40.75220871,14.45341015,9980,lounge 51,6,839.2056189,6300.457946,0
389,lounge,51,701,23900,1,45.50442123,12.03608036,9800,lounge 51,6,810.5405016,4930.7915,1
390,pop,51,701,40000,1,45.77859116,8.946249962,8000,pop 51,3,807.7248411,6972.817834,1
391,lounge,51,1096,57262,1,41.90322113,12.49565029,7100,lounge 51,6,1202.398871,9367.056982,1
392,lounge,51,762,12816,1,45.81275177,9.224140167,10300,lounge 51,6,869.0368919,3427.148127,1
393,lounge,51,397,15003,1,45.20227814,10.79292965,10850,lounge 51,6,504.9952078,3766.142173,1
394,lounge,51,2435,81631,1,45.82556152,12.20979023,7400,lounge 51,6,2545.035352,13083.00505,1
395,lounge,51,366,17000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,3996.70982,1
396,pop,51,366,18818,1,45.02238846,7.586019993,8990,pop 51,3,470.6084085,4040.086915,1
397,lounge,51,821,10800,1,45.64250183,12.16362,9800,lounge 51,6,930.8061218,3076.543732,1
398,lounge,51,578,32057,1,43.78237152,11.25498962,9600,lounge 51,6,685.0373611,6049.576766,1
399,lounge,51,1035,69900,1,41.90322113,12.49565029,9750,lounge 51,6,1141.398871,11542.3427,1
400,lounge,51,3258,155000,1,43.33272171,11.71932983,6500,lounge 51,6,3365.052052,23552.86458,1
401,lounge,51,762,36448,1,41.80298996,12.59893036,8580,lounge 51,6,868.4019203,6557.343131,1
402,lounge,62,1917,36000,1,45.70059967,9.2084198,9900,lounge 62,6,2034.909019,6848.558431,1
403,pop,51,2162,117183,1,44.05541992,12.57003975,6000,pop 51,3,2270.62546,17922.23221,1
404,lounge,62,2282,69000,1,46.16872025,12.70748997,7800,lounge 62,6,2403.87621,11315.55374,1
405,lounge,51,456,14000,1,40.8401413,14.25226021,9499,lounge 51,6,563.0924015,3438.156057,1
406,lounge,51,1583,29064,1,45.51256943,10.32901001,9500,lounge 51,6,1690.841579,5751.40594,1
407,lounge,51,762,41783,1,43.78237152,11.25498962,9450,lounge 51,6,869.0373611,7443.86248,1
408,lounge,51,366,16000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,3853.852677,1
409,lounge,51,456,13900,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,3624.215734,1
410,lounge,51,670,16000,1,44.55202866,7.725810051,10450,lounge 51,6,774.2778387,3889.896834,1
411,lounge,51,578,32057,1,40.82139969,14.12238026,9600,lounge 51,6,684.94378,6049.563397,1
412,lounge,51,1521,19446,1,45.59614944,8.915809631,10600,lounge 51,6,1627.511959,4525.501708,1
413,sport,51,3439,147448,1,45.32001114,10.57859039,4990,sport 51,5,8536.898602,22284.12837,1
414,lounge,51,1096,15000,1,44.99895096,9.103429794,9490,lounge 51,6,1202.102381,3671.014626,1
415,lounge,51,731,33665,1,41.80298996,12.59893036,9980,lounge 51,6,837.4019203,6355.343131,1
416,lounge,51,397,13988,1,45.35438919,11.86925983,10500,lounge 51,6,506.223649,3571.317664,1
417,lounge,51,456,18400,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,4267.072877,1
418,lounge,51,670,18560,1,45.81275177,9.224140167,10300,lounge 51,6,777.0368919,4234.576699,1
419,lounge,51,397,16218,1,45.51256943,10.32901001,10850,lounge 51,6,504.8415794,3939.691654,1
420,lounge,51,790,40298,1,43.78237152,11.25498962,9450,lounge 51,6,897.0373611,7235.719623,1
421,lounge,51,366,15000,1,44.29430008,9.674440384,10500,lounge 51,6,471.9687405,3710.995534,1
422,lounge,51,456,19900,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,4481.358591,1
423,lounge,51,1127,13000,1,45.76464844,8.99450016,9500,lounge 51,6,1233.759149,3391.251307,1
424,lounge,51,578,32057,1,38.12207031,13.36112022,9600,lounge 51,6,681.4831905,6049.069027,1
425,lounge,51,1521,21381,1,45.59614944,8.915809631,10600,lounge 51,6,1627.511959,4801.93028,1
426,lounge,51,790,17708,1,41.90322113,12.49565029,8100,lounge 51,6,896.3988714,3815.62841,1
427,lounge,51,701,18000,1,44.99895096,9.103429794,10590,lounge 51,6,807.1023808,4200.30034,1
428,lounge,51,731,33665,1,41.80298996,12.59893036,9980,lounge 51,6,837.4019203,6355.343131,1
429,lounge,51,4383,125000,1,40.83581161,14.50440979,4690,lounge 51,6,9180.340221,19169.33432,1
430,lounge,51,456,17600,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,4152.787163,1
431,pop,51,2374,110000,1,44.69559097,10.64124966,6599,pop 51,3,2481.336841,17011.76241,1
432,lounge,51,2527,95000,1,36.85583878,14.76047039,7500,lounge 51,6,2630.616309,15019.37376,1
433,lounge,51,397,15075,1,45.51256943,10.32901001,10850,lounge 51,6,504.8415794,3776.40594,1
434,lounge,51,790,45381,1,43.78237152,11.25498962,9450,lounge 51,6,897.0373611,7961.86248,1
435,pop,51,762,18600,1,41.29956055,13.03258991,10600,pop 51,3,868.3321505,4295.761736,1
436,lounge,51,456,10500,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,3138.501448,1
437,lounge,51,2527,114000,1,45.51205063,10.42700958,7950,lounge 51,6,2634.93906,17798.56272,1
438,lounge,51,578,32057,1,45.00674057,8.924189568,9600,lounge 51,6,683.9309301,6049.418704,1
439,lounge,51,790,15478,1,45.06967926,7.704919815,9900,lounge 51,6,894.7745991,3753.9678,1
440,lounge,51,1858,81042,1,40.74824142,14.52834988,8990,lounge 51,6,1965.276591,13143.18237,1
441,sport,74,4322,170000,1,45.55812073,9.213609695,4900,sport 74,5,9351.77173,25622.2531,1
442,lounge,51,762,36448,1,45.5712204,9.159139633,8980,lounge 51,6,868.73036,6614.532909,1
443,lounge,51,3347,72000,1,45.7832489,12.48812008,6900,lounge 51,6,3457.271369,11766.03877,1
444,lounge,51,456,24500,1,44.06312943,12.44701004,10900,lounge 51,6,564.5101395,5138.501448,1
445,lounge,51,3743,50432,1,45.06967926,7.704919815,6200,lounge 51,6,3847.774599,8640.682086,1
446,pop,51,1886,119000,1,40.85889816,14.35719013,7490,pop 51,3,1993.216088,18355.03087,1
447,lounge,51,425,16562,1,45.51256943,10.32901001,10950,lounge 51,6,532.8415794,4007.120226,1
448,lounge,51,790,38974,1,43.78237152,11.25498962,9450,lounge 51,6,897.0373611,7046.576766,1
449,lounge,51,3562,82000,1,45.50054932,9.326600075,5900,lounge 51,6,3668.827149,13081.97531,1
450,lounge,51,2313,56600,3,45.13167191,8.449170113,7950,lounge 51,6,2420.580842,8372.072605,0
451,lounge,51,701,22794,3,41.10787964,14.20880985,9600,lounge 51,6,810.3166895,4151.289586,0
452,lounge,51,578,32057,1,39.21453857,9.110489845,9600,lounge 51,6,678.3250284,6048.617861,1
